Dz,ID,Kh,Kv,vwc_r,vwc_w,vwc_fc,vwc_s,alpha,n,InitPsi,stor
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-3044.55445544555,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2995.0495049505,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2945.54455445545,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2896.0396039604,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2846.53465346535,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2797.0297029703,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2747.52475247525,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2698.0198019802,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2648.51485148515,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2599.0099009901,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2549.50495049505,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2500,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2450.49504950495,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2400.9900990099,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2351.48514851485,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2301.9801980198,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2252.47524752475,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2202.9702970297,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2153.46534653465,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2103.9603960396,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2054.45544554455,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-2004.95049504951,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1955.44554455446,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1905.94059405941,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1856.43564356436,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1806.93069306931,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1757.42574257426,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1707.92079207921,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1658.41584158416,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1608.91089108911,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1559.40594059406,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1509.90099009901,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1460.39603960396,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1410.89108910891,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1361.38613861386,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1311.88118811881,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1262.37623762376,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1212.87128712871,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1163.36633663366,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1113.86138613861,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1064.35643564356,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-1014.85148514851,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-965.346534653465,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-915.841584158416,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-866.336633663366,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-816.831683168317,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-767.326732673268,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-717.821782178218,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-668.316831683168,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-618.811881188118,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-569.306930693069,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-519.80198019802,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-470.29702970297,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-420.792079207921,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-371.287128712871,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-321.782178217822,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-272.277227722772,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-222.772277227722,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-173.267326732673,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-123.762376237623,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-74.2574257425741,0.00000001
49.7518595104995,0,2.7777777778,2.7777777778,0.02,0.0200871999481989,0.0239587804296189,0.1,0.006,2,-24.7524752475247,0.00000001
